id,username,class,level,hp,inventory
321,atomasi8w,Priest,11,247,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 203117, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 157}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 53254, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
322,bcabrera8x,Wizard,37,27,"[{'id': 1, 'item_name': 'Mop', 'price': 29748, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 114227, 'rarity': 1, 'type': 'Spell', 'atk': 98, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 245552, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mop', 'price': 39108, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
323,skezor8y,Paladin,10,171,"[{'id': 1, 'item_name': 'Seed', 'price': 51936, 'rarity': 4, 'type': 'Spell', 'atk': 45, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 57293, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
324,rsouthway8z,Druid,31,102,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 124678, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 135}]"
325,hfeben90,Paladin,4,237,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 24725, 'rarity': 4, 'type': 'Spell', 'atk': 203, 'def': 0, 'hp_regen': 0}]"
326,abursnall91,Paladin,18,157,"[{'id': 1, 'item_name': 'Slasher', 'price': 197428, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 246157, 'rarity': 4, 'type': 'Bow', 'atk': 96, 'def': 0, 'hp_regen': 0}]"
327,arodliff92,Druid,2,24,"[{'id': 1, 'item_name': 'Potion', 'price': 164623, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
328,ctownby93,Priest,73,50,"[{'id': 1, 'item_name': 'Inferno', 'price': 236235, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 40, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 102490, 'rarity': 3, 'type': 'Sword', 'atk': 128, 'def': 0, 'hp_regen': 0}]"
329,uwinward94,Bard,19,221,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 201220, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mage Barrage', 'price': 41417, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Inferno', 'price': 213249, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Stone Arm', 'price': 227336, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Prismastone', 'price': 212483, 'rarity': 3, 'type': 'Spell', 'atk': 226, 'def': 0, 'hp_regen': 0}]"
330,thessel95,Priest,62,138,[]
331,dseiller96,Blade Dancer,37,96,[]
332,mgoodlad97,Spellcaster,48,82,"[{'id': 1, 'item_name': 'Slasher', 'price': 125712, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 51603, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 164092, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
333,hschowenburg98,Pirate,1,29,"[{'id': 1, 'item_name': 'Extinguish', 'price': 129114, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 140405, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
334,mjewitt99,Ranger,43,151,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 226718, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
335,csleney9a,Blade Dancer,31,66,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 39583, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 170536, 'rarity': 2, 'type': 'Spell', 'atk': 56, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': '', 'price': 13691, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
336,fprobate9b,Hero,65,112,[]
337,tgrayshan9c,Druid,64,80,"[{'id': 1, 'item_name': 'Hymn of Water', 'price': 63942, 'rarity': 3, 'type': 'Spell', 'atk': 220, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 10948, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
338,jwetherill9d,Bard,79,142,[]
339,idyet9e,Paladin,39,201,[]
340,rmacandie9f,Bard,80,13,[]
341,oattwoul9g,Blade Dancer,23,64,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 11978, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Seed', 'price': 239517, 'rarity': 3, 'type': 'Sword', 'atk': 13, 'def': 0, 'hp_regen': 0}]"
342,carnal9h,Bard,33,20,[]
343,sfollit9i,Priest,30,71,"[{'id': 1, 'item_name': 'Prismastone', 'price': 168426, 'rarity': 3, 'type': 'Spell', 'atk': 171, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Lapis', 'price': 34792, 'rarity': 2, 'type': 'Sword', 'atk': 32, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mid-Potion', 'price': 63580, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 256}, {'id': 4, 'item_name': 'Extinguish', 'price': 115973, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 26, 'hp_regen': 0}]"
344,jhopfner9j,Theif,23,198,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 66399, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 161212, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 92}]"
345,rbillsberry9k,Blade Dancer,57,213,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 101782, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 60249, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 194, 'hp_regen': 0}, {'id': 3, 'item_name': 'Energy Typhoon', 'price': 79910, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 44}, {'id': 4, 'item_name': 'Elixir', 'price': 34293, 'rarity': 4, 'type': 'Sword', 'atk': 27, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Dreamseeker', 'price': 222361, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
346,dselliman9l,Paladin,11,187,"[{'id': 1, 'item_name': '', 'price': 142225, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 253682, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
347,cbrennenstuhl9m,Paladin,70,256,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 78549, 'rarity': 3, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
348,bfarrar9n,Priest,49,90,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 100570, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 38447, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 177, 'hp_regen': 0}]"
349,apendry9o,Druid,73,51,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 160261, 'rarity': 2, 'type': 'Cape', 'atk': 0, 'def': 151, 'hp_regen': 0}]"
350,amchan9p,Warrior,28,88,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 43006, 'rarity': 3, 'type': 'Bow', 'atk': 141, 'def': 0, 'hp_regen': 0}]"
351,kbestar9q,Paladin,28,160,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 118425, 'rarity': 3, 'type': 'Bow', 'atk': 150, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 78657, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 73, 'hp_regen': 0}]"
352,hfreddi9r,Warlord,59,61,"[{'id': 1, 'item_name': 'Seed', 'price': 112295, 'rarity': 4, 'type': 'Bow', 'atk': 65, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mop', 'price': 10928, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': '', 'price': 13114, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 46, 'hp_regen': 0}, {'id': 4, 'item_name': 'Potion', 'price': 94255, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 69, 'hp_regen': 0}]"
353,nscandroot9s,Bard,44,182,"[{'id': 1, 'item_name': '', 'price': 43699, 'rarity': 4, 'type': 'Bow', 'atk': 32, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 97054, 'rarity': 5, 'type': 'Sword', 'atk': 76, 'def': 0, 'hp_regen': 0}]"
354,mroswarne9t,Druid,75,47,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 29775, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 231, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 239682, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mage Barrage', 'price': 166792, 'rarity': 5, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Energy Typhoon', 'price': 109277, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 226, 'hp_regen': 0}, {'id': 5, 'item_name': 'Extinguish', 'price': 160521, 'rarity': 2, 'type': 'Sword', 'atk': 99, 'def': 0, 'hp_regen': 0}]"
355,aarpin9u,Viking,56,147,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 35244, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 198251, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Sun Stone', 'price': 28503, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mage Barrage', 'price': 4254, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Lapis', 'price': 61864, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
356,slapadula9v,Pirate,12,103,[]
357,amenichino9w,Ninja,51,62,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 247049, 'rarity': 3, 'type': 'Sword', 'atk': 143, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 126842, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Inferno', 'price': 115084, 'rarity': 1, 'type': 'Bow', 'atk': 132, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Rain of Revival', 'price': 108263, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Paralyzing of Rituals', 'price': 184134, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
358,cavis9x,Spellcaster,40,80,[]
359,igossage9y,Necromancer,51,146,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 86354, 'rarity': 5, 'type': 'Sword', 'atk': 150, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Carnage of Pride', 'price': 78595, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 136}, {'id': 3, 'item_name': 'Hi-Potion', 'price': 51322, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
360,tbohje9z,Paladin,71,84,[]
361,afetherstona0,Necromancer,10,34,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 103436, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Paralyzing of Rituals', 'price': 100170, 'rarity': 4, 'type': 'Bow', 'atk': 78, 'def': 0, 'hp_regen': 0}]"
362,blightninga1,Wizard,51,17,"[{'id': 1, 'item_name': 'Prismastone', 'price': 78195, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 208, 'hp_regen': 0}]"
363,lrosenauera2,Priest,24,240,[]
364,bvlasyeva3,Hero,58,134,[]
365,esheddena4,Priest,25,43,"[{'id': 1, 'item_name': 'Mid-Potion', 'price': 4537, 'rarity': 5, 'type': 'Sword', 'atk': 64, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 142447, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': '', 'price': 22255, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
366,lpietruszkaa5,Necromancer,35,69,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 133157, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 233}]"
367,tcowea6,Pirate,52,193,[]
368,bbrosnana7,Ninja,10,34,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 52385, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 7071, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 209393, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 170, 'hp_regen': 0}, {'id': 4, 'item_name': 'Elixir', 'price': 83642, 'rarity': 4, 'type': 'Spell', 'atk': 99, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Mop', 'price': 158318, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 171}]"
369,mbartoshevicha8,Necromancer,58,210,[]
370,plongstreetha9,Warrior,11,73,"[{'id': 1, 'item_name': 'Inferno', 'price': 89120, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 190}, {'id': 2, 'item_name': 'Energy Typhoon', 'price': 165496, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Sun Stone', 'price': 253070, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Prismastone', 'price': 103626, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 140}, {'id': 5, 'item_name': 'Extinguish', 'price': 128587, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
371,zbleieraa,Paladin,58,235,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 37090, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 69020, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 144}, {'id': 3, 'item_name': 'Rain of Revival', 'price': 226441, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Energy Typhoon', 'price': 189799, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Sun Stone', 'price': 149921, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
372,fcheerab,Ranger,21,48,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 186048, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 27, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 142509, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 145}, {'id': 3, 'item_name': 'Lapis', 'price': 126317, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 72395, 'rarity': 5, 'type': 'Bow', 'atk': 41, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Rain of Revival', 'price': 58007, 'rarity': 3, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
373,gkemingac,Hero,24,104,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 89776, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 214}, {'id': 2, 'item_name': 'Demonic Blitz', 'price': 161587, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Vajra Sword', 'price': 170786, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 116}, {'id': 4, 'item_name': 'Inferno', 'price': 100591, 'rarity': 2, 'type': 'Cape', 'atk': 0, 'def': 244, 'hp_regen': 0}, {'id': 5, 'item_name': 'Carnage of Pride', 'price': 161571, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
374,drenyardad,Warrior,16,229,"[{'id': 1, 'item_name': 'Elixir', 'price': 141172, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 142, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 54282, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
375,gnorcliffae,Bard,45,211,[]
376,cdavidovichaf,Paladin,36,217,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 152008, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Energy Typhoon', 'price': 96448, 'rarity': 4, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 114803, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 83}, {'id': 4, 'item_name': 'Lapis', 'price': 10087, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 62, 'hp_regen': 0}]"
377,mpenhallurickag,Warrior,4,227,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 134569, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 41293, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
378,ecaytonah,Warrior,40,146,"[{'id': 1, 'item_name': 'Mid-Potion', 'price': 159499, 'rarity': 1, 'type': 'Spell', 'atk': 205, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Energy Typhoon', 'price': 217833, 'rarity': 2, 'type': 'Sword', 'atk': 249, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Elixir', 'price': 209935, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Barrier Sphere', 'price': 203208, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
379,jtripletai,Hero,39,207,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 116993, 'rarity': 2, 'type': 'Bow', 'atk': 254, 'def': 0, 'hp_regen': 0}]"
380,dbeakaj,Hero,11,176,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 17074, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Tin Arm', 'price': 21378, 'rarity': 3, 'type': 'Sword', 'atk': 111, 'def': 0, 'hp_regen': 0}]"
381,ydarkinsak,Blade Dancer,20,225,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 26501, 'rarity': 3, 'type': 'Sword', 'atk': 57, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extinguish', 'price': 99000, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 188}]"
382,bdoodyal,Druid,49,48,"[{'id': 1, 'item_name': '', 'price': 105697, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 21, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mop', 'price': 102866, 'rarity': 3, 'type': 'Sword', 'atk': 60, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Rain of Revival', 'price': 92389, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Prismastone', 'price': 174893, 'rarity': 4, 'type': 'Spell', 'atk': 223, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': '', 'price': 198849, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 127}]"
383,bbastistiniam,Theif,66,78,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 26886, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
384,omumbesonan,Wizard,8,23,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 143105, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 129}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 241447, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Potion', 'price': 165710, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 235, 'hp_regen': 0}]"
385,mbaldwinao,Warlord,28,142,"[{'id': 1, 'item_name': 'Extortion of Vulnerabilities', 'price': 214145, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 166, 'hp_regen': 0}, {'id': 2, 'item_name': 'Paralyzing of Rituals', 'price': 167735, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 192228, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
386,wroftap,Spellcaster,22,18,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 143871, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 107764, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 52}, {'id': 3, 'item_name': 'Seed', 'price': 193140, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Demonic Blitz', 'price': 19090, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
387,dlasseteraq,Theif,70,100,"[{'id': 1, 'item_name': 'Lapis', 'price': 85067, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 169, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 60601, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Rain of Revival', 'price': 240463, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 255, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hymn of Water', 'price': 145763, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 236, 'hp_regen': 0}, {'id': 5, 'item_name': 'Mage Barrage', 'price': 234148, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 50, 'hp_regen': 0}]"
388,scarncrossar,Hero,38,224,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 155474, 'rarity': 5, 'type': 'Sword', 'atk': 254, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Barrier Sphere', 'price': 165438, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 62, 'hp_regen': 0}]"
389,etolsonas,Viking,41,168,[]
390,jspellecyat,Theif,61,132,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 54943, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 228}, {'id': 2, 'item_name': 'Demonic Blitz', 'price': 140383, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Prismastone', 'price': 85026, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 58, 'hp_regen': 0}, {'id': 4, 'item_name': '', 'price': 209485, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 236}, {'id': 5, 'item_name': 'Sun Stone', 'price': 239351, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
391,ismailsau,Warlord,25,69,[]
392,oriselyav,Bard,5,224,"[{'id': 1, 'item_name': 'Seed', 'price': 188081, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 111}, {'id': 2, 'item_name': 'Carnage of Pride', 'price': 137128, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mop', 'price': 134498, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': '', 'price': 200141, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
393,mputnamaw,Spellcaster,3,163,"[{'id': 1, 'item_name': 'Slasher', 'price': 136944, 'rarity': 4, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 109362, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 143, 'hp_regen': 0}]"
394,spinardax,Viking,54,217,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 152557, 'rarity': 1, 'type': 'Spell', 'atk': 157, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 48647, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
395,vsummerrellay,Spellcaster,29,56,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 155201, 'rarity': 1, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
396,jyemmaz,Necromancer,40,215,[]
